AcceptConditionType	AcceptConditionValue1	AcceptConditionValue2	AcceptConditionValue3	DataLayer	GroupID	ID	MapInfoImgName	Memo	MissionAreaSize	MissionCount	MissionKindWeight	MissionLimitTime	MissionNoticeDescription	MissionType	MissionValue1	MissionValue2	MissionValue3	Reward_ID	_element	_row	_source
MONSTER_ALIVE			DWraith_Nam_1080601		111	111	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Fortress_Sprite.World_MapInfo_Fortress_Sprite'	인도하는 젤무어 (레이스)	20000	1	100	180	102711	DEFEAT_MONSTER	150			2100004	UnexpectedMissionKindData	10	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DToxicSlime_Nam_1080201		112	112	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Swamp_Sprite.World_MapInfo_Swamp_Sprite'	산성 점액 드라젤 (중독 슬라임)	20000	1	100	180	102712	DEFEAT_MONSTER	151			2100001	UnexpectedMissionKindData	11	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DOrcTwinHammer_Nam_1020301		113	113	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	오크야만전사 바쉬	20000	1	100	180	102713	DEFEAT_MONSTER	134			2100002	UnexpectedMissionKindData	12	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DGnollChief_Nam_1031301		118	118	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	굶주린 톱날의 크놀 (놀 치프)	20000	1	100	180	102718	DEFEAT_MONSTER	102			2100000	UnexpectedMissionKindData	13	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DGoblinBarbarian_Nam_Treasure_1030101		119	119	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Cave_Sprite.World_MapInfo_Cave_Sprite'	해골머리 루카키 (고블린 바바리안)	20000	1	100	180	102719	DEFEAT_MONSTER	105			2100000	UnexpectedMissionKindData	14	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DGoblinBerserker_Nam_1040901_Treasure		120	120	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	미치광이 쿠아쿠 (고블린 버서커)	20000	1	100	180	102720	DEFEAT_MONSTER	106			2100000	UnexpectedMissionKindData	15	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DHound_Nam_1050201		121	121	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	사나운 킁킁이 (하운드)	20000	1	100	180	102721	DEFEAT_MONSTER	114			2100002	UnexpectedMissionKindData	16	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DOrc_Armored_Commander_Nam_1070701		122	122	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_RockMountain_Sprite.World_MapInfo_RockMountain_Sprite'	무너지는 대지 그롬카르	20000	1	100	180	102722	DEFEAT_MONSTER	153			2100002	UnexpectedMissionKindData	17	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DDragonFanatic_Nam_1070901		123	123	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Fortress_Sprite.World_MapInfo_Fortress_Sprite'	이단의 인도자 브라하임 (용 숭배자)	20000	1	100	180	102723	DEFEAT_MONSTER	154			2100003	UnexpectedMissionKindData	18	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DWraith_Named_1080301_Roam		124	124	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Fortress_Sprite.World_MapInfo_Fortress_Sprite'	공허한 어스름 노르 (레이스)	20000	1	100	180	102724	DEFEAT_MONSTER	156			2100004	UnexpectedMissionKindData	19	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DWraith_Named_1080302_Roam		125	125	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Fortress_Sprite.World_MapInfo_Fortress_Sprite'	희미한 장막 쉐르 (레이스)	20000	1	100	180	102725	DEFEAT_MONSTER	157			2100004	UnexpectedMissionKindData	20	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DSkeletonCommander_Nam_Treasure_1022501		126	126	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Fortress_Sprite.World_MapInfo_Fortress_Sprite'	묻힌 칼날 레스카 (스켈레톤 커맨더)	20000	1	100	180	102726	DEFEAT_MONSTER	110			2100004	UnexpectedMissionKindData	21	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DHuge_Worm_Com_1090101_Treasure		127	127	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Cave_Sprite.World_MapInfo_Cave_Sprite'	땅을 가르는 크래그모 (고정형 거대웜)	20000	1	100	180	102727	DEFEAT_MONSTER	158			2100001	UnexpectedMissionKindData	22	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DFierce_Saw_teeth_Baby_Worm_Nam_1902001_Treasure_Roam		128	128	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_RockMountain_Sprite.World_MapInfo_RockMountain_Sprite'	모래갈퀴 드라그스 (톱날 새끼웜)	20000	1	100	180	102728	DEFEAT_MONSTER	159			2100001	UnexpectedMissionKindData	23	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DCommon_Dragon_Ground_Nam_1091301_Treasure_Roam		129	129	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_RockMountain_Sprite.World_MapInfo_RockMountain_Sprite'	야성의 날개 바르곤 (중급드래곤)	20000	1	100	180	102729	DEFEAT_MONSTER	160			2100001	UnexpectedMissionKindData	24	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DSlime_Ice_Nam_1090801_Treasure_Roam		130	130	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Swamp_Sprite.World_MapInfo_Swamp_Sprite'	눌러붙은 점액 프렁크 (슬라임)	20000	1	100	180	102730	DEFEAT_MONSTER	161			2100001	UnexpectedMissionKindData	25	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			Spray_Harpy_Nam_1110101		131	131	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_RockMountain_Sprite.World_MapInfo_RockMountain_Sprite'	붕괴의 날개 아엘라 (파란 하피)	20000	1	100	180	102731	DEFEAT_MONSTER	162			2100001	UnexpectedMissionKindData	26	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			Orc_HeavyArmor_boss_Nam_1110201		132	132	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_RockMountain_Sprite.World_MapInfo_RockMountain_Sprite'	철갑대장 무르도크 (오크 헤비아머)	20000	1	100	180	102732	DEFEAT_MONSTER	163			2100002	UnexpectedMissionKindData	27	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			TrollBarbarian_Nam_1112301		133	133	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	게걸스러운 카일록 (트롤 바바리안)	20000	1	100	180	102733	DEFEAT_MONSTER	164			2100002	UnexpectedMissionKindData	28	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DSkeleton_Commander_Nam_1110801		134	134	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Fortress_Sprite.World_MapInfo_Fortress_Sprite'	백골지휘관 말라카 (스켈레톤 커맨더)	20000	1	100	180	102734	DEFEAT_MONSTER	165			2100004	UnexpectedMissionKindData	29	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DSlime_Nam_1120201		135	135	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_Swamp_Sprite.World_MapInfo_Swamp_Sprite'	자가포식자 굴트 (냉기 빅슬라임)	20000	1	100	180	102735	DEFEAT_MONSTER	166			2100001	UnexpectedMissionKindData	30	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DWraith_Nam_1101001		136	136	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	파멸의 원혼 아바돈 (레이스)	20000	1	100	180	102736	DEFEAT_MONSTER	167			2100004	UnexpectedMissionKindData	31	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DKillerHoneybee_Nam_1100601		137	137	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	핏빛 통솔자 베스피나 (허니비)	20000	1	100	180	102737	DEFEAT_MONSTER	168			2100005	UnexpectedMissionKindData	32	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DOrc_Armored_Named_172		138	138	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	철갑 고르둔 (오크아머드)	20000	1	100	180	102740	DEFEAT_MONSTER	172			2100002	UnexpectedMissionKindData	33	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DOrc_Armored_Named_173		139	139	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	비틀대는 송곳니 라그룬 (북부 놀)	20000	1	100	180	102741	DEFEAT_MONSTER	173			2100000	UnexpectedMissionKindData	34	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DS_Unexpected_Named_174		140	140	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	갇힌 포식자 부르곤 (트롤)	20000	1	100	180	102742	DEFEAT_MONSTER	174			2100002	UnexpectedMissionKindData	35	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DS_Unexpected_Named_175		141	141	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	숨은 굶주림 바르굴 (구울)	20000	1	100	180	102743	DEFEAT_MONSTER	175			2100004	UnexpectedMissionKindData	36	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DS_Unexpected_Named_176		142	142	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	전류방출 무르토 (슬라임)	20000	1	100	180	102744	DEFEAT_MONSTER	176			2100001	UnexpectedMissionKindData	37	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DS_Unexpected_Named_177		143	143	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	깊은숨 그롬토(오우거)	20000	1	100	180	102745	DEFEAT_MONSTER	177			2100002	UnexpectedMissionKindData	38	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
MONSTER_ALIVE			DS_Unexpected_Named_178		144	144	/Script/Paper2D.PaperSprite'/Game/Art/UI/InGame/03_System/World/World_MapInfo_GreenLand_Sprite.World_MapInfo_GreenLand_Sprite'	충돌 확인용 골렘 (광석 골렘)	20000	1	100	180	102746	DEFEAT_MONSTER	178			2100006	UnexpectedMissionKindData	39	G:\SteamLibrary\steamapps\common\DragonSword  Awakening\DS\Binaries\Win64\Mods\DragonSwordWorldDataProbe\runtime\runs\collect-20260807-125614\assault_catalog\merged-xml\UnexpectedMissionKindData.xml
