UID	UIDName	CID	PosX	PosY	PosZ	RespawnCycleID	ServerDeathCheck	PropID	BluePrintPath	BlueprintBase	GeneratedClassShortName	JoinField
16894845235063950332	DT_Unlock_G2_11030	11020130	189658	232218	-3125	0	False	11020130	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02_Mount.TreasureBox02_Mount	TreasureBox02_Mount	TreasureBox02_Mount_C	CID
12138027034214016248	DT_Unlock_G3_11008	11030108	220745	237933	-1707	0	False	11030108	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03_Mount.TreasureBox03_Mount	TreasureBox03_Mount	TreasureBox03_Mount_C	CID
16895844691133804906	DT_Unlock_G2_11029	11020129	229261	224657	-1577	0	False	11020129	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02_Mount.TreasureBox02_Mount	TreasureBox02_Mount	TreasureBox02_Mount_C	CID
16895845790645433117	DT_Unlock_G2_11028	11020128	227914	236438	-1230	0	False	11020128	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02_Mount.TreasureBox02_Mount	TreasureBox02_Mount	TreasureBox02_Mount_C	CID
16895829297971009952	DT_Unlock_G2_11027	11020127	236504	241019	-1570	0	False	11020127	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02_Mount.TreasureBox02_Mount	TreasureBox02_Mount	TreasureBox02_Mount_C	CID
56820040913588092	DT_Monster_G2_11142	11120242	270949	57557	24176	0	False	11120242	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
56823339448472725	DT_Monster_G2_11141	11120241	281216	63465	24084	0	False	11120241	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
56822239936844514	DT_Monster_G2_11140	11120240	279028	53440	26331	0	False	11120240	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
59646885309150898	DT_Monster_G2_11139	11120239	266532	46289	24694	0	False	11120239	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
59647984820779109	DT_Monster_G2_11138	11120238	262774	61262	24535	0	False	11120238	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
59649084332407320	DT_Monster_G2_11137	11120237	255360	57513	24006	0	False	11120237	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
59650183844035531	DT_Monster_G2_11136	11120236	248273	78697	20460	0	False	11120236	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
59651283355663742	DT_Monster_G2_11135	11120235	239102	57990	20764	0	False	11120235	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
59652382867291953	DT_Monster_G2_11134	11120234	238535	46429	19790	0	False	11120234	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
59653482378920164	DT_Monster_G2_11133	11120233	241521	52424	19601	0	False	11120233	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
8854102079558100789	DT_Monster_G3_11113	11130213	251776	74485	20239	0	False	11130213	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854100980046472578	DT_Monster_G3_11112	11130212	242995	83073	19502	0	False	11130212	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
59654581890548375	DT_Monster_G2_11132	11120232	233196	66358	18780	0	False	11120232	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
59655681402176586	DT_Monster_G2_11131	11120231	239826	64058	19649	0	False	11120231	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
8854099880534844367	DT_Monster_G3_11111	11130211	232355	34735	17763	0	False	11130211	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
59656780913804797	DT_Monster_G2_11130	11120230	230743	49371	18551	0	False	11120230	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
58798062332361231	DT_Monster_G2_11129	11120229	224623	43354	16142	0	False	11120229	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
8854098781023216156	DT_Monster_G3_11110	11130210	231572	57394	19493	0	False	11130210	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854957499604659722	DT_Monster_G3_11109	11130209	243689	43874	22950	0	False	11130209	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
58807957937015130	DT_Monster_G2_11122	11120222	271771	40967	24533	0	False	11120222	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
8854958599116287933	DT_Monster_G3_11108	11130208	256886	45395	22787	0	False	11130208	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854942106441864768	DT_Monster_G3_11107	11130207	262203	53839	23081	0	False	11130207	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854943205953492979	DT_Monster_G3_11106	11130206	291849	66726	24360	0	False	11130206	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854944305465121190	DT_Monster_G3_11105	11130205	301847	53676	29058	0	False	11130205	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
61601816983731606	DT_Monster_G2_11117	11120217	279638	137078	4199	0	False	11120217	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
61602916495359817	DT_Monster_G2_11116	11120216	260981	97882	-741	0	False	11120216	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
61599617960475184	DT_Monster_G2_11115	11120215	269108	130443	-755	0	False	11120215	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
8854094382976703312	DT_Monster_G3_11114	11130214	333087	183721	15746	0	False	11130214	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
56817841890331670	DT_Monster_G2_11144	11120244	318145	188986	14422	0	False	11120244	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
56821140425216303	DT_Monster_G2_11143	11120243	321264	169413	14088	0	False	11120243	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
58801360867245864	DT_Monster_G2_11124	11120224	260381	111026	-685	0	False	11120224	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
8856932222488548228	DT_Monster_G3_11121	11130221	238784	94363	14478	0	False	11130221	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8856933322000176439	DT_Monster_G3_11120	11130220	220790	67084	14116	0	False	11130220	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854108676627870055	DT_Monster_G3_11119	11130219	207011	73921	11186	0	False	11130219	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854107577116241844	DT_Monster_G3_11118	11130218	252336	87701	17599	0	False	11130218	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854097681511587945	DT_Monster_G3_11117	11130217	214451	61433	14440	0	False	11130217	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854096581999959734	DT_Monster_G3_11116	11130216	202010	58870	11232	0	False	11130216	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854095482488331523	DT_Monster_G3_11115	11130215	218129	79210	14648	0	False	11130215	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
61600717472103395	DT_Monster_G2_11114	11120214	310394	180736	14431	0	False	11120214	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
61606215030244450	DT_Monster_G2_11113	11120213	319027	183421	14612	0	False	11120213	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
61607314541872661	DT_Monster_G2_11112	11120212	316306	173483	14173	0	False	11120212	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
8854945404976749401	DT_Monster_G3_11104	11130204	298886	171064	13135	0	False	11130204	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854946504488377612	DT_Monster_G3_11103	11130203	277895	95356	16111	0	False	11130203	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
61604016006988028	DT_Monster_G2_11111	11120211	304951	177058	14032	0	False	11120211	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
61605115518616239	DT_Monster_G2_11110	11120210	276721	150959	4464	0	False	11120210	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
60623251634813041	DT_Monster_G2_11109	11120209	276357	106056	14183	0	False	11120209	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
60622152123184830	DT_Monster_G2_11108	11120208	292974	106856	13336	0	False	11120208	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
8854947604000005823	DT_Monster_G3_11102	11130202	297701	114771	11754	0	False	11130202	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8854948703511634034	DT_Monster_G3_11101	11130201	308792	126279	11823	0	False	11130201	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
60616654565043775	DT_Monster_G2_11107	11120207	315492	135806	10564	0	False	11120207	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
60615555053415564	DT_Monster_G2_11106	11120206	334428	144907	10426	0	False	11120206	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
60618853588300197	DT_Monster_G2_11105	11120205	325974	158878	10489	0	False	11120205	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
60617754076671986	DT_Monster_G2_11104	11120204	327860	154709	10604	0	False	11120204	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
60612256518530931	DT_Monster_G2_11103	11120203	321439	151098	11682	0	False	11120203	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
60611157006902720	DT_Monster_G2_11102	11120202	295959	151683	10609	0	False	11120202	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
60614455541787353	DT_Monster_G2_11101	11120201	282961	164748	12857	0	False	11120201	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
58806858425386919	DT_Monster_G2_11121	11120221	302864	67950	29637	0	False	11120221	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
3923212705883512468	DT_Dig_G2_11104	11130504	275129	87135	16729	0	False	11130504	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
58809057448643341	DT_Monster_G2_11123	11120223	334129	157307	10550	0	False	11120223	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
58805758913758708	DT_Monster_G2_11120	11120220	305378	72532	29849	0	False	11120220	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
61612812100013716	DT_Monster_G2_11119	11120219	291056	48686	28695	0	False	11120219	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
61613911611641927	DT_Monster_G2_11118	11120218	288909	58140	25340	0	False	11120218	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
3923199511743973936	DT_Dig_G2_11108	11130508	301908	52246	29208	0	False	11130508	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
3923216004418397101	DT_Dig_G2_11107	11130507	266982	82270	-812	0	False	11130507	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
3923214904906768890	DT_Dig_G2_11106	11130506	286330	99055	15317	0	False	11130506	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
3923213805395140679	DT_Dig_G2_11105	11130505	267286	33147	23916	0	False	11130505	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
16894841936529065699	DT_Unlock_G2_11035	11020135	242798	207191	3731	0	False	11020135	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02_Mount.TreasureBox02_Mount	TreasureBox02_Mount	TreasureBox02_Mount_C	CID
12139007798586191235	DT_Unlock_G3_11012	11030112	305972	196661	2327	0	False	11030112	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03_Mount.TreasureBox03_Mount	TreasureBox03_Mount	TreasureBox03_Mount_C	CID
16894840837017437488	DT_Unlock_G2_11034	11020134	300723	189662	2333	0	False	11020134	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02_Mount.TreasureBox02_Mount	TreasureBox02_Mount	TreasureBox02_Mount_C	CID
11676611521145964953	DT_Unlock_G3_10813	10830113	180649	-16213	-5372	0	False	10830113	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
58796962820733020	DT_Monster_G2_11128	11120228	274978	137249	3315	0	False	11120228	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
58804659402130497	DT_Monster_G2_11127	11120227	326337	145018	10558	0	False	11120227	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
58803559890502286	DT_Monster_G2_11126	11120226	306287	157702	10638	0	False	11120226	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
58802460378874075	DT_Monster_G2_11125	11120225	309458	144014	10733	0	False	11120225	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
3923211606371884257	DT_Dig_G2_11103	11130503	330348	161893	10794	0	False	11130503	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
3923210506860256046	DT_Dig_G2_11102	11130502	321129	189266	14624	0	False	11130502	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
3923209407348627835	DT_Dig_G2_11101	11130501	341142	143837	10503	0	False	11130501	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
16895833696017522796	DT_Unlock_G2_11023	11020123	191243	202267	1493	0	False	11020123	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
16895834795529151007	DT_Unlock_G2_11022	11020122	209721	217264	1154	0	False	11020122	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
16895835895040779218	DT_Unlock_G2_11021	11020121	246933	175926	3082	0	False	11020121	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
16895836994552407429	DT_Unlock_G2_11020	11020120	295994	206468	5610	0	False	11020120	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
16896821057459467049	DT_Unlock_G2_11019	11020119	266091	177434	1890	0	False	11020119	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
16896819957947838838	DT_Unlock_G2_11018	11020118	268283	196165	5884	0	False	11020118	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
16896832052575749159	DT_Unlock_G2_11017	11020117	276785	199400	4856	0	False	11020117	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
16896830953064120948	DT_Unlock_G2_11016	11020116	182030	209264	5069	0	False	11020116	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
